"","Year","Day of Week","Month","Day","Time (ET)","Game Type","Home Team","Away Team","Arena","City","State","Attendance"
"210","1998","Sunday","July","26","4:00 PM","Regular season","New York Liberty","Detroit Shock","Madison Square Garden","New York","NY","15114"
"211","1998","Sunday","July","26","4:00 PM","Regular season","Washington Mystics","Sacramento Monarchs","Verizon Center","Washington","DC","12430"
"212","1998","Monday","July","27","3:00 AM","Regular season","Charlotte Sting","Sacramento Monarchs","Spectrum Center","Charlotte","NC","5447"
"213","1998","Monday","July","27","8:00 PM","Regular season","Cleveland Rockers","Los Angeles Sparks","Quicken Loans Arena","Cleveland","OH","9848"
"214","1998","Monday","July","27","9:00 PM","Regular season","Utah Starzz","Phoenix Mercury","EnergySolutions Arena","Salt Lake City","UT","8624"
"215","1998","Tuesday","July","28","4:00 AM","Regular season","Houston Comets","Phoenix Mercury","Compaq Center","Houston","TX","16285"
"216","1998","Wednesday","July","29","7:00 PM","Regular season","Washington Mystics","Los Angeles Sparks","Verizon Center","Washington","DC","14137"
"217","1998","Wednesday","July","29","7:00 PM","Regular season","Cleveland Rockers","Sacramento Monarchs","Quicken Loans Arena","Cleveland","OH","8418"
"218","1998","Thursday","July","30","3:00 AM","Regular season","Charlotte Sting","Cleveland Rockers","Spectrum Center","Charlotte","NC","6227"
"219","1998","Thursday","July","30","4:00 AM","Regular season","Houston Comets","Utah Starzz","Compaq Center","Houston","TX","12004"
"220","1998","Friday","July","31","3:00 AM","Regular season","Detroit Shock","Sacramento Monarchs","Palace of Auburn Hills","Detroit","MI","10248"
"221","1998","Friday","July","31","9:00 PM","Regular season","Los Angeles Sparks","Phoenix Mercury","Great Western Forum","Los Angeles","CA","9563"
"222","1998","Saturday","August","1","1:00 AM","Regular season","Washington Mystics","New York Liberty","Verizon Center","Washington","DC","18802"
"223","1998","Saturday","August","1","4:00 PM","Regular season","Houston Comets","Cleveland Rockers","Compaq Center","Houston","TX","12745"
"224","1998","Saturday","August","1","9:00 PM","Regular season","Utah Starzz","Los Angeles Sparks","EnergySolutions Arena","Salt Lake City","UT","8375"
"225","1998","Sunday","August","2","4:00 PM","Regular season","New York Liberty","Charlotte Sting","Madison Square Garden","New York","NY","14684"
"226","1998","Sunday","August","2","4:00 PM","Regular season","Houston Comets","Sacramento Monarchs","Compaq Center","Houston","TX","10940"
"227","1998","Monday","August","3","3:00 AM","Regular season","Charlotte Sting","Detroit Shock","Spectrum Center","Charlotte","NC","5678"
"228","1998","Monday","August","3","9:00 PM","Regular season","Los Angeles Sparks","Washington Mystics","Great Western Forum","Los Angeles","CA","8224"
"229","1998","Tuesday","August","4","9:00 PM","Regular season","Utah Starzz","Houston Comets","EnergySolutions Arena","Salt Lake City","UT","15657"
"230","1998","Tuesday","August","4","10:00 PM","Regular season","Phoenix Mercury","Washington Mystics","US Airways Center","Phoenix","AZ","13589"
"231","1998","Tuesday","August","4","10:00 PM","Regular season","Sacramento Monarchs","Cleveland Rockers","ARCO Arena","Sacramento","CA","6543"
"232","1998","Wednesday","August","5","3:00 AM","Regular season","Charlotte Sting","New York Liberty","Spectrum Center","Charlotte","NC","9444"
"233","1998","Wednesday","August","5","3:00 AM","Regular season","Detroit Shock","Los Angeles Sparks","Palace of Auburn Hills","Detroit","MI","9872"
"234","1998","Thursday","August","6","4:00 AM","Regular season","Houston Comets","Phoenix Mercury","Compaq Center","Houston","TX","16285"
"235","1998","Thursday","August","6","9:00 PM","Regular season","Utah Starzz","Cleveland Rockers","EnergySolutions Arena","Salt Lake City","UT","5761"
"236","1998","Friday","August","7","8:00 PM","Regular season","Detroit Shock","Houston Comets","Palace of Auburn Hills","Detroit","MI","15338"
"237","1998","Friday","August","7","10:00 PM","Regular season","Sacramento Monarchs","Washington Mystics","ARCO Arena","Sacramento","CA","5847"
"238","1998","Saturday","August","8","4:00 PM","Regular season","New York Liberty","Los Angeles Sparks","Madison Square Garden","New York","NY","18014"
"239","1998","Saturday","August","8","7:00 PM","Regular season","Cleveland Rockers","Charlotte Sting","Quicken Loans Arena","Cleveland","OH","13786"
"240","1998","Saturday","August","8","10:00 PM","Regular season","Phoenix Mercury","Utah Starzz","US Airways Center","Phoenix","AZ","16823"
"241","1998","Sunday","August","9","4:00 PM","Regular season","Washington Mystics","Los Angeles Sparks","Verizon Center","Washington","DC","18923"
"242","1998","Monday","August","10","7:00 PM","Regular season","Cleveland Rockers","Phoenix Mercury","Quicken Loans Arena","Cleveland","OH","13011"
"243","1998","Monday","August","10","8:00 PM","Regular season","Houston Comets","Charlotte Sting","Compaq Center","Houston","TX","12539"
"244","1998","Monday","August","10","9:00 PM","Regular season","Utah Starzz","Detroit Shock","EnergySolutions Arena","Salt Lake City","UT","6770"
"245","1998","Tuesday","August","11","3:00 AM","Regular season","New York Liberty","Phoenix Mercury","Madison Square Garden","New York","NY","15524"
"246","1998","Tuesday","August","11","10:00 PM","Regular season","Sacramento Monarchs","Detroit Shock","ARCO Arena","Sacramento","CA","5527"
"247","1998","Wednesday","August","12","7:00 PM","Regular season","Washington Mystics","Cleveland Rockers","Verizon Center","Washington","DC","12016"
"248","1998","Wednesday","August","12","3:00 AM","Regular season","Charlotte Sting","Los Angeles Sparks","Spectrum Center","Charlotte","NC","11213"
"249","1998","Wednesday","August","12","9:00 PM","Regular season","Utah Starzz","Sacramento Monarchs","EnergySolutions Arena","Salt Lake City","UT","7153"
"250","1998","Thursday","August","13","3:00 AM","Regular season","New York Liberty","Washington Mystics","Madison Square Garden","New York","NY","13371"
"251","1998","Friday","August","14","8:00 PM","Regular season","Charlotte Sting","Cleveland Rockers","Spectrum Center","Charlotte","NC","14715"
"252","1998","Friday","August","14","10:00 PM","Regular season","Phoenix Mercury","Detroit Shock","US Airways Center","Phoenix","AZ","14398"
"253","1998","Friday","August","14","6:00 AM","Regular season","Los Angeles Sparks","Utah Starzz","Great Western Forum","Los Angeles","CA","8297"
"254","1998","Saturday","August","15","4:00 PM","Regular season","New York Liberty","Houston Comets","Madison Square Garden","New York","NY","19563"
"255","1998","Saturday","August","15","7:00 PM","Regular season","Cleveland Rockers","Washington Mystics","Quicken Loans Arena","Cleveland","OH","15692"
"256","1998","Saturday","August","15","10:00 PM","Regular season","Sacramento Monarchs","Utah Starzz","ARCO Arena","Sacramento","CA","7061"
"257","1998","Sunday","August","16","5:00 AM","Regular season","Los Angeles Sparks","Detroit Shock","Great Western Forum","Los Angeles","CA","9609"
"258","1998","Sunday","August","16","9:00 PM","Regular season","Sacramento Monarchs","Phoenix Mercury","ARCO Arena","Sacramento","CA","6788"
"259","1998","Monday","August","17","8:00 PM","Regular season","New York Liberty","Cleveland Rockers","Madison Square Garden","New York","NY","17396"
"260","1998","Monday","August","17","7:00 PM","Regular season","Washington Mystics","Houston Comets","Verizon Center","Washington","DC","15758"
"261","1998","Monday","August","17","9:00 PM","Regular season","Utah Starzz","Phoenix Mercury","EnergySolutions Arena","Salt Lake City","UT","13762"
"262","1998","Wednesday","August","19","7:00 PM","Regular season","Washington Mystics","Charlotte Sting","Verizon Center","Washington","DC","18552"
"263","1998","Wednesday","August","19","3:00 AM","Regular season","Detroit Shock","New York Liberty","Palace of Auburn Hills","Detroit","MI","16246"
"264","1998","Wednesday","August","19","4:00 AM","Regular season","Houston Comets","Los Angeles Sparks","Compaq Center","Houston","TX","14931"
"265","1998","Wednesday","August","19","10:00 PM","Regular season","Phoenix Mercury","Sacramento Monarchs","US Airways Center","Phoenix","AZ","14189"
"266","1998","Saturday","August","22","4:00 PM","Semifinals","Charlotte Sting","Houston Comets","Spectrum Center","Charlotte","NC","6087"
"267","1998","Saturday","August","22","8:00 PM","Semifinals","Phoenix Mercury","Cleveland Rockers","US Airways Center","Phoenix","AZ","11631"
"268","1998","Monday","August","24","10:00 PM","Semifinals","Houston Comets","Charlotte Sting","Compaq Center","Houston","TX","11901"
"269","1998","Monday","August","24","8:00 PM","Semifinals","Cleveland Rockers","Phoenix Mercury","Quicken Loans Arena","Cleveland","OH","10465"
"270","1998","Tuesday","August","25","8:00 PM","Semifinals","Cleveland Rockers","Phoenix Mercury","Quicken Loans Arena","Cleveland","OH","8420"
"271","1998","Thursday","August","27","7:00 PM","Finals","Phoenix Mercury","Houston Comets","US Airways Center","Phoenix","AZ","13634"
"272","1998","Saturday","August","29","4:00 PM","Finals","Houston Comets","Phoenix Mercury","Compaq Center","Houston","TX","16285"
"273","1998","Tuesday","September","1","7:00 PM","Finals","Houston Comets","Phoenix Mercury","Compaq Center","Houston","TX","16285"
"274","1999","Thursday","June","10","3:00 AM","Regular season","New York Liberty","Cleveland Rockers","Madison Square Garden","New York","NY","12411"
"275","1999","Thursday","June","10","7:00 PM","Regular season","Washington Mystics","Charlotte Sting","Verizon Center","Washington","DC","20674"
"276","1999","Thursday","June","10","8:00 PM","Regular season","Orlando Miracle","Houston Comets","Amway Arena","Orlando","FL","15422"
"277","1999","Thursday","June","10","6:00 AM","Regular season","Los Angeles Sparks","Sacramento Monarchs","Great Western Forum","Los Angeles","CA","8262"
"278","1999","Saturday","June","12","3:00 AM","Regular season","Charlotte Sting","New York Liberty","Spectrum Center","Charlotte","NC","8150"
"279","1999","Saturday","June","12","7:00 PM","Regular season","Cleveland Rockers","Los Angeles Sparks","Quicken Loans Arena","Cleveland","OH","15731"
"280","1999","Saturday","June","12","8:00 PM","Regular season","Minnesota Lynx","Detroit Shock","Target Center","Minneapolis","MN","12122"
"281","1999","Saturday","June","12","4:00 PM","Regular season","Houston Comets","Washington Mystics","Compaq Center","Houston","TX","16285"
"282","1999","Saturday","June","12","9:00 PM","Regular season","Utah Starzz","Orlando Miracle","EnergySolutions Arena","Salt Lake City","UT","14783"
"283","1999","Saturday","June","12","10:00 PM","Regular season","Sacramento Monarchs","Phoenix Mercury","ARCO Arena","Sacramento","CA","11221"
"284","1999","Monday","June","14","3:00 AM","Regular season","New York Liberty","Washington Mystics","Madison Square Garden","New York","NY","12563"
"285","1999","Monday","June","14","7:00 PM","Regular season","Cleveland Rockers","Detroit Shock","Quicken Loans Arena","Cleveland","OH","5895"
"286","1999","Monday","June","14","8:00 PM","Regular season","Minnesota Lynx","Utah Starzz","Target Center","Minneapolis","MN","8457"
"287","1999","Monday","June","14","10:00 PM","Regular season","Phoenix Mercury","Sacramento Monarchs","US Airways Center","Phoenix","AZ","13228"
"288","1999","Tuesday","June","15","3:00 AM","Regular season","Orlando Miracle","Los Angeles Sparks","Amway Arena","Orlando","FL","7588"
"289","1999","Thursday","June","17","3:00 AM","Regular season","Detroit Shock","Orlando Miracle","Palace of Auburn Hills","Detroit","MI","10745"
"290","1999","Thursday","June","17","4:00 AM","Regular season","Houston Comets","Utah Starzz","Compaq Center","Houston","TX","10160"
"291","1999","Thursday","June","17","10:00 PM","Regular season","Sacramento Monarchs","Cleveland Rockers","ARCO Arena","Sacramento","CA","5833"
"292","1999","Friday","June","18","7:00 PM","Regular season","New York Liberty","Los Angeles Sparks","Madison Square Garden","New York","NY","13587"
"293","1999","Friday","June","18","7:00 PM","Regular season","Washington Mystics","Detroit Shock","Verizon Center","Washington","DC","13423"
"294","1999","Saturday","June","19","3:00 AM","Regular season","Charlotte Sting","Los Angeles Sparks","Spectrum Center","Charlotte","NC","6116"
"295","1999","Saturday","June","19","3:00 AM","Regular season","Orlando Miracle","Washington Mystics","Amway Arena","Orlando","FL","10218"
"296","1999","Saturday","June","19","8:00 PM","Regular season","Minnesota Lynx","Houston Comets","Target Center","Minneapolis","MN","11056"
"297","1999","Saturday","June","19","9:00 PM","Regular season","Utah Starzz","Sacramento Monarchs","EnergySolutions Arena","Salt Lake City","UT","6147"
"298","1999","Saturday","June","19","10:00 PM","Regular season","Phoenix Mercury","Cleveland Rockers","US Airways Center","Phoenix","AZ","13024"
"299","1999","Sunday","June","20","4:00 PM","Regular season","New York Liberty","Detroit Shock","Madison Square Garden","New York","NY","11902"
"300","1999","Monday","June","21","3:00 AM","Regular season","Orlando Miracle","Phoenix Mercury","Amway Arena","Orlando","FL","7771"
"301","1999","Tuesday","June","22","7:00 PM","Regular season","Washington Mystics","Phoenix Mercury","Verizon Center","Washington","DC","11060"
"302","1999","Tuesday","June","22","7:00 PM","Regular season","Cleveland Rockers","Orlando Miracle","Quicken Loans Arena","Cleveland","OH","6676"
"303","1999","Tuesday","June","22","3:00 AM","Regular season","Detroit Shock","Charlotte Sting","Palace of Auburn Hills","Detroit","MI","7212"
"304","1999","Tuesday","June","22","8:00 PM","Regular season","Houston Comets","Los Angeles Sparks","Compaq Center","Houston","TX","10479"
"305","1999","Tuesday","June","22","10:00 PM","Regular season","Sacramento Monarchs","Minnesota Lynx","ARCO Arena","Sacramento","CA","5038"
"306","1999","Thursday","June","24","3:00 AM","Regular season","Charlotte Sting","Phoenix Mercury","Spectrum Center","Charlotte","NC","4514"
"307","1999","Thursday","June","24","3:00 AM","Regular season","Detroit Shock","Houston Comets","Palace of Auburn Hills","Detroit","MI","7448"
"308","1999","Thursday","June","24","6:00 AM","Regular season","Los Angeles Sparks","Minnesota Lynx","Great Western Forum","Los Angeles","CA","8376"
"309","1999","Thursday","June","24","4:00 PM","Regular season","Sacramento Monarchs","Utah Starzz","ARCO Arena","Sacramento","CA","7306"
"310","1999","Friday","June","25","7:00 PM","Regular season","Washington Mystics","Houston Comets","Verizon Center","Washington","DC","19458"
"311","1999","Friday","June","25","7:00 PM","Regular season","Cleveland Rockers","Charlotte Sting","Quicken Loans Arena","Cleveland","OH","7255"
"312","1999","Saturday","June","26","7:00 PM","Regular season","Cleveland Rockers","Washington Mystics","Quicken Loans Arena","Cleveland","OH","8441"
